src_ip,dst_ip,dst_port,bytes_sent,bytes_received,login_attempts,process_name,duration_sec,label
10.0.0.47,10.0.0.56,80,1616.4662722998496,5165.2400500649255,1,explorer.exe,37.14283976101375,normal
10.0.0.49,10.0.0.53,443,1389.8396550280122,3687.836798804482,1,teams.exe,29.40773831329227,normal
10.0.0.35,10.0.0.56,80,1700.0889883400753,4882.345068397836,1,teams.exe,16.92200093246924,normal
10.0.0.38,10.0.0.50,443,1625.9519676891764,3848.3188909656565,1,svchost.exe,36.84574725035847,normal
10.0.0.41,10.0.0.54,443,1972.0397757388935,6089.904959090831,1,svchost.exe,35.46889703451684,normal
10.0.0.44,10.0.0.52,3389,1549.6643087437599,5116.830174172183,1,explorer.exe,45.67678537214654,normal
10.0.0.36,10.0.0.56,22,2082.701830149852,5753.417473421093,1,chrome.exe,28.73751852250412,normal
10.0.0.42,10.0.0.53,80,2271.695413935905,5480.608593347348,1,explorer.exe,18.647746441115576,normal
10.0.0.18,10.0.0.58,53,2296.2651536588805,6428.76016203677,1,teams.exe,15.732876942333693,normal
10.0.0.29,10.0.0.56,80,1439.2349262874864,3273.9893813332337,1,outlook.exe,41.06092522853374,normal
10.0.0.39,10.0.0.51,80,2317.983875355869,4903.239896813111,1,chrome.exe,37.560477759808094,normal
10.0.0.10,10.0.0.50,80,1723.4550915429338,5135.190340987386,1,teams.exe,48.31147075254631,normal
10.0.0.31,10.0.0.58,22,2011.5979892786875,5314.129496450666,1,teams.exe,42.69187258851191,normal
10.0.0.12,10.0.0.54,443,2318.8029061156044,5217.207937528401,1,explorer.exe,33.05920071047413,normal
10.0.0.43,10.0.0.58,80,2077.2468327976258,5957.304822593531,2,outlook.exe,28.704103893259543,normal
10.0.0.12,10.0.0.52,22,2255.0621806250374,5144.310019435079,2,svchost.exe,32.68811197182042,normal
10.0.0.41,10.0.0.52,80,2502.9622558982082,5716.340080540411,1,svchost.exe,52.793128348480224,normal
10.0.0.37,10.0.0.58,443,2635.532663003517,7824.220426395203,1,svchost.exe,33.81351581154916,normal
10.0.0.5,10.0.0.57,443,2857.953815566347,7721.9121479064925,1,teams.exe,20.05169008630726,normal
10.0.0.38,10.0.0.52,53,2199.6588008595654,4593.025633626628,1,outlook.exe,27.141440438425697,normal
10.0.0.22,10.0.0.52,80,2293.6312067320882,4571.019282627581,2,explorer.exe,15.573643289868194,normal
10.0.0.16,10.0.0.55,443,2524.2413255252964,6607.915061119158,1,teams.exe,30.162685977182786,normal
10.0.0.9,10.0.0.58,80,2105.248149460752,4559.725363149197,2,explorer.exe,44.70762474320718,normal
10.0.0.47,10.0.0.52,443,2717.5436996111175,4368.5974444334415,2,outlook.exe,24.654724100625522,normal
10.0.0.45,10.0.0.53,53,1582.8590949826876,5025.385277972272,1,outlook.exe,14.994054128912474,normal
10.0.0.41,10.0.0.51,443,1854.1206838707315,5308.292063638821,1,svchost.exe,17.1571418157055,normal
10.0.0.16,10.0.0.56,443,1805.8265308494208,3663.43149968508,1,explorer.exe,17.433967957527454,normal
10.0.0.27,10.0.0.53,80,1587.6938747826196,6124.776719985813,1,explorer.exe,10.961375248757996,normal
10.0.0.38,10.0.0.59,22,2110.7792368121054,4128.806969992369,2,outlook.exe,33.419216105893035,normal
10.0.0.44,10.0.0.54,80,1949.002641682034,5688.205306452883,2,outlook.exe,13.307094700555314,normal
10.0.0.31,10.0.0.59,80,1969.9812291557178,5630.875603596156,1,svchost.exe,46.040982221990355,normal
10.0.0.27,10.0.0.57,3389,1044.341554168748,5385.970092568876,1,teams.exe,29.401004756857365,normal
10.0.0.24,10.0.0.55,80,1581.9689239499876,6389.764133946355,2,chrome.exe,41.510973454488216,normal
10.0.0.29,10.0.0.55,80,2510.757696390932,6431.1521177617415,1,teams.exe,28.58809417909663,normal
10.0.0.49,10.0.0.52,80,1677.2139639823026,5084.094388250196,1,outlook.exe,16.307728865294223,normal
10.0.0.28,10.0.0.53,443,1812.7329246248746,6483.743910203707,1,explorer.exe,1.0,normal
10.0.0.7,10.0.0.59,80,2436.4121755028173,5397.397023459234,1,outlook.exe,18.186450354171548,normal
10.0.0.23,10.0.0.52,53,1590.6974866699607,4343.375929200295,1,teams.exe,37.61348563373434,normal
10.0.0.11,10.0.0.55,443,1885.3088340722663,5200.698694288878,1,outlook.exe,26.204399250708413,normal
10.0.0.38,10.0.0.59,53,2001.5738634531633,6446.563291251367,1,explorer.exe,16.943286529637582,normal
10.0.0.36,10.0.0.57,443,1863.7276393190955,4718.8359575354425,1,chrome.exe,11.324360635612436,normal
10.0.0.30,10.0.0.56,80,1309.2041407682095,3999.370627516759,2,svchost.exe,33.53950794376982,normal
10.0.0.10,10.0.0.52,443,1692.7306081544525,5451.226016136099,1,outlook.exe,33.913103208194435,normal
10.0.0.42,10.0.0.52,80,2581.419288767493,5599.103331863595,1,explorer.exe,30.039834816240838,normal
10.0.0.40,10.0.0.50,3389,2375.549727253655,5518.793017451721,1,chrome.exe,41.91955967642973,normal
10.0.0.39,10.0.0.54,53,1793.7604940560316,4916.910672256817,1,teams.exe,42.266598343105294,normal
10.0.0.24,10.0.0.52,80,1565.3565065056782,4614.5067590876415,1,chrome.exe,30.014673714421104,normal
10.0.0.12,10.0.0.52,443,2707.093644165545,4282.818099277529,1,svchost.exe,20.17833049515069,normal
10.0.0.31,10.0.0.54,53,2148.2884692651523,4380.877051750069,2,explorer.exe,25.510401840598263,normal
10.0.0.20,10.0.0.59,3389,1709.9918336731575,3792.240607456648,1,teams.exe,36.061518715353614,normal
10.0.0.47,10.0.0.59,53,1578.7836849368368,4556.393169792614,2,teams.exe,37.12186657627037,normal
10.0.0.28,10.0.0.52,80,2282.4211793000613,3745.8390130043963,2,svchost.exe,28.216250803917273,normal
10.0.0.33,10.0.0.50,443,1127.146283570174,6212.129204233486,1,outlook.exe,22.81646961169357,normal
10.0.0.19,10.0.0.59,443,1860.2462683517333,4456.3931039069475,1,teams.exe,20.252091224021594,normal
10.0.0.24,10.0.0.57,80,1943.2596770589294,4837.296298430908,1,svchost.exe,9.398014527833002,normal
10.0.0.23,10.0.0.53,3389,1224.2438754705354,4301.738151248608,1,svchost.exe,44.62374151423429,normal
10.0.0.36,10.0.0.58,443,647.8041841986123,4678.840961294298,1,svchost.exe,25.967044180829078,normal
10.0.0.15,10.0.0.53,80,1251.3711774106778,5346.117328797723,2,svchost.exe,21.913399583422866,normal
10.0.0.17,10.0.0.53,80,2153.7017848598443,5898.359568346986,1,svchost.exe,20.03248097594234,normal
10.0.0.5,10.0.0.58,443,1538.7935075780233,5142.044478830545,1,teams.exe,45.28419846573091,normal
10.0.0.30,10.0.0.50,443,1025.2191411228164,6475.879150503965,1,explorer.exe,20.961946215644517,normal
10.0.0.5,10.0.0.51,53,2214.093123905288,6165.916520255223,2,chrome.exe,36.54791261668133,normal
10.0.0.19,10.0.0.59,80,2207.3864453943957,3507.5377299940073,2,outlook.exe,20.378564711406856,normal
10.0.0.21,10.0.0.59,80,2215.431209507519,3940.7882916270983,1,explorer.exe,30.241071682878946,normal
10.0.0.34,10.0.0.57,80,1791.6873471922688,4976.949443914534,2,outlook.exe,20.925388851002005,normal
10.0.0.18,10.0.0.55,443,1313.2985555151254,5520.756120358711,1,svchost.exe,27.278456223607616,normal
10.0.0.39,10.0.0.54,443,1919.6844402372528,5132.497143495645,1,chrome.exe,21.62979903558885,normal
10.0.0.23,10.0.0.50,443,1551.0849667871853,5339.35581275622,1,explorer.exe,26.83926641158264,normal
10.0.0.48,10.0.0.53,22,1102.1784136849924,5714.745649888945,1,outlook.exe,29.71982377666,normal
10.0.0.38,10.0.0.56,443,1560.8683735882666,4233.9547975996,1,outlook.exe,27.571977126880494,normal
10.0.0.26,185.220.101.7,443,460304.41958066187,1944.1023272508385,1,cmd.exe,91.74526368889795,data_exfil
10.0.0.4,10.0.0.51,443,2155.745429398895,6365.526462526266,1,svchost.exe,24.173954794338623,normal
10.0.0.18,10.0.0.50,3389,1535.6039592737707,8117.681129208047,2,chrome.exe,29.552649395847794,normal
10.0.0.48,10.0.0.51,443,2726.0588495912803,5218.388987544175,1,chrome.exe,41.218274919874816,normal
10.0.0.3,10.0.0.56,80,1410.4458928185759,4752.1198809213365,2,chrome.exe,39.094496131899355,normal
10.0.0.46,10.0.0.50,443,2313.8031487809158,4997.631083867192,2,svchost.exe,27.279056025158333,normal
198.51.100.23,10.0.0.7,32970,70.00603408516268,4.586553992354,0,nmap.exe,0.2173977066303395,port_scan
10.0.0.29,10.0.0.58,22,1764.8983306073444,4692.428582884201,1,teams.exe,44.63461346553343,normal
10.0.0.25,10.0.0.59,80,1364.5241394538587,4102.340614724946,1,svchost.exe,41.427752666675524,normal
10.0.0.29,10.0.0.59,53,2720.9712009763007,4821.976709936162,1,svchost.exe,25.439257272883694,normal
10.0.0.8,10.0.0.51,443,1755.5569404781545,3714.135982720285,2,outlook.exe,33.692995140377086,normal
10.0.0.13,10.0.0.56,80,962.7568244918443,5012.169682282905,2,svchost.exe,18.677208704551038,normal
10.0.0.11,185.220.101.7,443,452635.45171261294,1725.4149436135137,1,cmd.exe,118.74802634103462,data_exfil
10.0.0.8,10.0.0.59,80,1705.2738000306408,4634.847386801786,1,teams.exe,34.95137870045973,normal
10.0.0.40,10.0.0.51,443,2346.961616595629,3970.3037603669395,1,explorer.exe,47.15700092880604,normal
10.0.0.36,10.0.0.52,443,1795.3457629521395,6101.33016488955,2,svchost.exe,40.64658850408142,normal
10.0.0.39,185.220.101.7,443,430760.52624378336,1669.7305275938756,1,rundll32.exe,148.17261766547986,data_exfil
10.0.0.34,10.0.0.56,80,1735.3994950942435,5660.45995235155,1,outlook.exe,37.68440731326766,normal
10.0.0.17,10.0.0.55,443,1813.6622080240127,3968.974724852693,2,explorer.exe,49.85944776088007,normal
10.0.0.8,10.0.0.58,53,1915.0738211611347,4904.658908803317,1,chrome.exe,24.643128818564335,normal
10.0.0.25,10.0.0.53,53,1832.598506277749,3583.7311406593926,1,outlook.exe,20.29583420437472,normal
10.0.0.27,10.0.0.56,80,2334.4200652731092,4804.527356414026,1,outlook.exe,18.700351073333454,normal
10.0.0.47,10.0.0.54,22,1842.3516723569378,3730.708894756896,2,outlook.exe,28.825814762140407,normal
10.0.0.6,10.0.0.53,443,1729.4965671085504,5788.2041407971865,1,teams.exe,22.450581338202475,normal
10.0.0.27,10.0.0.58,80,2681.68825676917,6047.276408559463,2,explorer.exe,27.7648894098431,normal
10.0.0.4,10.0.0.55,80,1971.2411234972685,6006.606541032628,1,teams.exe,31.212606623491844,normal
10.0.0.4,10.0.0.55,80,2348.0839985796447,5194.333463338233,1,teams.exe,37.702860513831254,normal
10.0.0.20,10.0.0.58,80,1727.406877636839,6465.210503481381,1,teams.exe,38.03060488658778,normal
10.0.0.2,10.0.0.59,443,2820.3072817441434,6623.256690528054,2,explorer.exe,42.341698587913754,normal
10.0.0.36,10.0.0.54,443,1299.9646384084954,3698.890733608655,1,chrome.exe,31.2528546327869,normal
10.0.0.19,10.0.0.50,80,2593.0727370211494,5396.366956467351,1,teams.exe,43.755907606524076,normal
198.51.100.23,10.0.0.17,12461,49.608538696395804,4.273940007065234,0,nmap.exe,0.18112017098657698,port_scan
10.0.0.9,10.0.0.55,22,1377.7287499576387,3650.0743621387273,1,explorer.exe,40.329960790963895,normal
10.0.0.17,10.0.0.55,80,1986.869603365074,3871.4093269029654,2,explorer.exe,15.657844026430306,normal
10.0.0.7,10.0.0.54,80,2329.765734794569,5235.455795111115,1,svchost.exe,28.544550263602293,normal
10.0.0.42,10.0.0.54,80,2094.664153646187,4164.310994979964,1,outlook.exe,36.08602163930589,normal
10.0.0.15,10.0.0.58,53,2051.429288966167,3692.2234348523393,1,svchost.exe,25.84183790121346,normal
10.0.0.24,10.0.0.59,80,1804.0616173065669,5946.80756651187,1,explorer.exe,30.580638300244352,normal
10.0.0.41,10.0.0.56,443,2500.81591260428,6006.730071227064,1,explorer.exe,38.137861787342835,normal
10.0.0.36,10.0.0.58,80,2257.031276212388,5615.967006046838,1,explorer.exe,33.930042068581855,normal
203.0.113.55,10.0.0.10,3389,96.6474057078715,113.86276082080823,16,svchost.exe,1.597624093140431,brute_force
10.0.0.10,10.0.0.59,53,2313.269181668471,4752.659612974843,1,teams.exe,30.363073417415592,normal
10.0.0.34,10.0.0.52,443,2016.203506670068,2698.528282330013,1,explorer.exe,33.26158863915764,normal
10.0.0.5,10.0.0.55,443,1901.5390960015552,4931.553507333584,1,outlook.exe,22.0923328674495,normal
10.0.0.18,10.0.0.55,443,1524.4078148060219,5532.783209322624,1,explorer.exe,25.881286007568654,normal
10.0.0.41,10.0.0.54,80,1870.9124309842828,4680.1737221112435,2,svchost.exe,25.100100511187183,normal
10.0.0.16,10.0.0.58,53,1923.0473865126562,5393.975225864402,1,svchost.exe,32.015839606403624,normal
10.0.0.2,10.0.0.57,3389,1744.9195931748914,5065.02463118878,1,svchost.exe,30.371981969362675,normal
10.0.0.30,10.0.0.57,3389,1930.7438776963877,6953.107198272574,1,explorer.exe,14.77045528043552,normal
10.0.0.10,10.0.0.57,443,734.1153418745932,4224.393395397608,1,svchost.exe,10.913122872291765,normal
10.0.0.46,10.0.0.51,443,1433.6075243661276,5509.689231224656,1,svchost.exe,31.269690800797875,normal
10.0.0.8,10.0.0.56,80,1674.670086315808,3867.8508592839935,2,explorer.exe,29.717422467017606,normal
10.0.0.5,10.0.0.58,53,1942.598875620468,5945.888156554639,1,chrome.exe,36.58551602004011,normal
10.0.0.16,10.0.0.50,443,1698.0808512534068,5012.521864329787,1,chrome.exe,41.4546698655934,normal
10.0.0.5,10.0.0.56,443,2268.2069499456716,5395.598834762943,1,teams.exe,45.33068825851305,normal
10.0.0.15,10.0.0.58,80,2351.720066569447,4454.91277000441,1,teams.exe,37.77937767580307,normal
10.0.0.41,10.0.0.57,80,2635.946210969328,5034.807540499833,2,chrome.exe,20.193370877699657,normal
10.0.0.27,10.0.0.51,53,1560.76309932897,6255.349780288475,1,explorer.exe,37.37639200059881,normal
10.0.0.40,10.0.0.55,443,2601.2882526126136,5277.5525134935315,2,chrome.exe,33.22526263255968,normal
10.0.0.13,10.0.0.51,80,1987.2529357074002,5891.863022160749,2,explorer.exe,30.70287067089134,normal
10.0.0.44,10.0.0.51,80,1705.333884286319,5957.993941480019,1,chrome.exe,34.65343993957877,normal
10.0.0.48,10.0.0.57,80,2385.8980886178306,4960.837884557241,1,teams.exe,24.097802620706425,normal
10.0.0.24,10.0.0.53,443,2819.1798661354705,4954.0711712598395,1,svchost.exe,29.961377212081384,normal
10.0.0.47,10.0.0.52,443,1691.3938766760193,3577.1230921884453,1,outlook.exe,39.90885121604347,normal
10.0.0.3,10.0.0.56,443,1723.411377326365,4153.5021971310925,1,outlook.exe,47.334534666048015,normal
10.0.0.19,10.0.0.50,443,1089.6198610989918,4523.123539356165,1,teams.exe,28.778477539052012,normal
10.0.0.3,10.0.0.57,80,2559.622458782048,4922.505700107012,1,explorer.exe,29.338384461944173,normal
10.0.0.34,10.0.0.57,53,2349.344406758522,5928.932013532215,1,explorer.exe,23.80248343328919,normal
10.0.0.25,10.0.0.59,80,1806.7291920511202,5725.081044447508,1,chrome.exe,30.0819483419674,normal
10.0.0.8,10.0.0.53,80,782.3438341085557,5117.588629887202,1,outlook.exe,47.31758383180352,normal
10.0.0.33,10.0.0.57,80,2408.4185057154905,5687.238450395288,1,svchost.exe,51.12519290962802,normal
10.0.0.11,10.0.0.54,53,814.1703195705538,5357.66136663109,1,svchost.exe,47.60831339937733,normal
10.0.0.36,10.0.0.51,80,1400.5243010030622,3260.7948478272,1,outlook.exe,26.724405766310202,normal
10.0.0.21,10.0.0.59,80,2237.682805346005,4810.9857023175255,1,chrome.exe,25.41644407254294,normal
10.0.0.12,10.0.0.51,443,2013.1023763870178,5333.369851260878,1,teams.exe,28.8161992494587,normal
10.0.0.23,10.0.0.52,53,1895.665814389767,4338.974945372506,1,teams.exe,17.17886188866936,normal
10.0.0.11,10.0.0.52,443,2865.5848158836498,2974.960086323827,2,outlook.exe,24.41579831512467,normal
10.0.0.15,10.0.0.52,443,2365.479488188108,5976.431377198068,1,explorer.exe,23.148141215894924,normal
10.0.0.31,10.0.0.57,80,1296.5282997434153,4745.523923354658,1,chrome.exe,35.248675778853084,normal
10.0.0.24,10.0.0.57,443,2236.315172921703,4452.004181258862,1,explorer.exe,27.720954527731262,normal
10.0.0.41,10.0.0.51,443,1757.9130243756315,4618.510585175907,1,teams.exe,33.482582215141335,normal
10.0.0.39,10.0.0.54,80,1904.7769070353916,5001.7948728781075,1,svchost.exe,13.297059942441493,normal
10.0.0.20,10.0.0.55,443,3021.03482646394,5064.505972862572,2,explorer.exe,28.744244120699168,normal
10.0.0.32,10.0.0.51,80,1711.0396115836447,3593.0225378960113,1,teams.exe,22.734637860344556,normal
10.0.0.12,10.0.0.51,53,1735.266518246496,5476.240353387666,1,explorer.exe,30.98779437551059,normal
10.0.0.34,10.0.0.52,80,2124.162571257941,5102.645528539664,1,chrome.exe,37.907440072398344,normal
10.0.0.36,10.0.0.50,443,3041.330161054899,5001.783041104609,1,outlook.exe,25.068767484205313,normal
198.51.100.23,10.0.0.16,63337,48.867433059790066,5.663510866080557,0,nmap.exe,0.12809628242548965,port_scan
10.0.0.10,10.0.0.59,443,1839.8510977316791,3782.596206503048,2,outlook.exe,27.87468974156309,normal
10.0.0.30,10.0.0.50,80,2464.7049923954078,5493.977382205645,1,explorer.exe,25.42281051961182,normal
10.0.0.22,10.0.0.52,3389,1302.7524655703692,4755.971647828866,1,svchost.exe,22.191854029170877,normal
10.0.0.24,10.0.0.52,80,2510.8114920365197,4225.7961816471,1,outlook.exe,25.995127551328626,normal
10.0.0.38,10.0.0.58,80,1502.8224671845633,5069.70426942928,1,outlook.exe,36.14830967677689,normal
10.0.0.41,10.0.0.55,80,2537.671700978449,4430.301037074269,2,teams.exe,20.730759139003922,normal
10.0.0.40,10.0.0.51,443,2061.739904582297,5475.751991831532,1,chrome.exe,34.377714613034726,normal
10.0.0.18,10.0.0.58,80,2385.4011099939858,6210.6745525421975,1,explorer.exe,32.580919766013366,normal
203.0.113.55,10.0.0.10,3389,141.28166133092944,94.56416059906267,49,svchost.exe,0.9899717927383873,brute_force
10.0.0.33,10.0.0.54,443,1614.3998502253548,5202.383370598695,1,teams.exe,17.651163726656225,normal
10.0.0.12,10.0.0.59,53,2175.185108193169,4185.601812553677,1,outlook.exe,16.564992701754804,normal
10.0.0.34,10.0.0.54,80,2535.964932605899,4185.989330708444,2,explorer.exe,47.38991810326853,normal
10.0.0.35,10.0.0.53,443,1977.8192722442193,2864.2001512651946,1,teams.exe,28.122083718438613,normal
10.0.0.12,10.0.0.56,80,2757.7224041761237,5948.142950472049,1,explorer.exe,50.22486906000581,normal
10.0.0.39,10.0.0.58,443,1323.7456552796389,3789.839497019115,2,outlook.exe,44.28234214474691,normal
10.0.0.4,10.0.0.51,443,2108.341559482143,4049.0466169055285,1,teams.exe,42.10021311445743,normal
10.0.0.24,10.0.0.53,443,2450.266538665796,5619.0329465885325,1,chrome.exe,35.418928204759055,normal
10.0.0.48,10.0.0.54,80,2074.7280448316546,5813.280406064593,1,chrome.exe,27.844022486601595,normal
